,label,run,error,n,d,rho,ratio,time
3027,"PLAN(paper), unclipped",7,1.584285275131798,4096,512,0.125,0.25,0.335721492767334
3028,"PLAN(paper), clipped",7,1.590101786393297,4096,512,0.125,0.25,-0.335721492767334
3029,"PLAN(noscale), unclipped",7,1.9206979678865894,4096,512,0.125,0.25,0.3342323303222656
3030,"PLAN(noscale), clipped",7,1.9216663549730573,4096,512,0.125,0.25,-0.3342323303222656
3031,"instance optimal, unclipped",7,1.8516811078923952,4096,512,0.125,0.25,0.49162912368774414
3032,"instance optimal, clipped",7,1.8516444346484753,4096,512,0.125,0.25,0.49162912368774414
3033,Empirical mean (non-private),7,0.979306640625,4096,512,0.125,0.5,0.0
3034,"PLAN(oracle), unclipped",7,2.1903212659215656,4096,512,0.125,0.5,0.6395056247711182
3035,"PLAN(oracle), clipped",7,2.1941536397674777,4096,512,0.125,0.5,-0.6395056247711182
3036,"PLAN(paper), unclipped",7,2.2841410039584273,4096,512,0.125,0.5,0.6329331398010254
3037,"PLAN(paper), clipped",7,2.288782843239204,4096,512,0.125,0.5,-0.6329331398010254
3038,"PLAN(noscale), unclipped",7,2.7937201030284786,4096,512,0.125,0.5,0.7063672542572021
3039,"PLAN(noscale), clipped",7,2.7961273443405625,4096,512,0.125,0.5,-0.7063672542572021
3040,"instance optimal, unclipped",7,2.63273874279743,4096,512,0.125,0.5,0.49646568298339844
3041,"instance optimal, clipped",7,2.6311750290550147,4096,512,0.125,0.5,0.49646568298339844
3042,Empirical mean (non-private),7,1.30548828125,4096,512,0.125,0.75,0.0
3043,"PLAN(oracle), unclipped",7,3.028116364283039,4096,512,0.125,0.75,0.9742419719696045
3044,"PLAN(oracle), clipped",7,3.020256695019383,4096,512,0.125,0.75,-0.9742419719696045
3045,"PLAN(paper), unclipped",7,3.247078666139026,4096,512,0.125,0.75,0.9686441421508789
3046,"PLAN(paper), clipped",7,3.2507591427609683,4096,512,0.125,0.75,-0.9686441421508789
3047,"PLAN(noscale), unclipped",7,3.3617040465867976,4096,512,0.125,0.75,0.9686574935913086
3048,"PLAN(noscale), clipped",7,3.3704179536386287,4096,512,0.125,0.75,-0.9686574935913086
3049,"instance optimal, unclipped",7,3.158462503067116,4096,512,0.125,0.75,0.4289548397064209
3050,"instance optimal, clipped",7,3.1550137469876285,4096,512,0.125,0.75,0.4289548397064209
3051,Empirical mean (non-private),7,1.5267333984375,4096,512,0.125,1.0,0.0
3052,"PLAN(oracle), unclipped",7,3.7694733440003576,4096,512,0.125,1.0,1.297973394393921
3053,"PLAN(oracle), clipped",7,3.7756582161356675,4096,512,0.125,1.0,-1.297973394393921
3054,"PLAN(paper), unclipped",7,3.9257545468623745,4096,512,0.125,1.0,1.341540813446045
3055,"PLAN(paper), clipped",7,3.926790130369065,4096,512,0.125,1.0,-1.341540813446045
3056,"PLAN(noscale), unclipped",7,3.686797267108791,4096,512,0.125,1.0,1.29319429397583
3057,"PLAN(noscale), clipped",7,3.6755228368388186,4096,512,0.125,1.0,-1.29319429397583
3058,"instance optimal, unclipped",7,3.828567480193955,4096,512,0.125,1.0,0.6040832996368408
3059,"instance optimal, clipped",7,3.8253089437458683,4096,512,0.125,1.0,0.6040832996368408
3060,Empirical mean (non-private),8,0.3299755859375,4096,512,0.125,0.0,0.0
3061,"PLAN(oracle), unclipped",8,0.6886674087559964,4096,512,0.125,0.0,0.04790139198303223
3062,"PLAN(oracle), clipped",8,0.6888720871035001,4096,512,0.125,0.0,-0.04790139198303223
3063,"PLAN(paper), unclipped",8,0.6802329490001897,4096,512,0.125,0.0,0.045601606369018555
3064,"PLAN(paper), clipped",8,0.6808765104151256,4096,512,0.125,0.0,-0.045601606369018555
3065,"PLAN(noscale), unclipped",8,0.6896848322461216,4096,512,0.125,0.0,0.04479336738586426
3066,"PLAN(noscale), clipped",8,0.6893587343491003,4096,512,0.125,0.0,-0.04479336738586426
3067,"instance optimal, unclipped",8,0.7659767869884411,4096,512,0.125,0.0,0.47824764251708984
3068,"instance optimal, clipped",8,0.765270945211285,4096,512,0.125,0.0,0.47824764251708984
3069,Empirical mean (non-private),8,0.6213037109374999,4096,512,0.125,0.25,0.0
3070,"PLAN(oracle), unclipped",8,1.5630209371871882,4096,512,0.125,0.25,0.3376884460449219
3071,"PLAN(oracle), clipped",8,1.5715667551026211,4096,512,0.125,0.25,-0.3376884460449219
3072,"PLAN(paper), unclipped",8,1.56177458095362,4096,512,0.125,0.25,0.33657050132751465
3073,"PLAN(paper), clipped",8,1.5704019258588473,4096,512,0.125,0.25,-0.33657050132751465
3074,"PLAN(noscale), unclipped",8,1.9143690114019982,4096,512,0.125,0.25,0.33524608612060547
3075,"PLAN(noscale), clipped",8,1.9211245762979239,4096,512,0.125,0.25,-0.33524608612060547
3076,"instance optimal, unclipped",8,1.837134779648427,4096,512,0.125,0.25,0.4720323085784912
3077,"instance optimal, clipped",8,1.836368122689477,4096,512,0.125,0.25,0.4720323085784912
3078,Empirical mean (non-private),8,0.936640625,4096,512,0.125,0.5,0.0
3079,"PLAN(oracle), unclipped",8,2.2698747358939877,4096,512,0.125,0.5,0.685070276260376
3080,"PLAN(oracle), clipped",8,2.274784029815228,4096,512,0.125,0.5,-0.685070276260376
3081,"PLAN(paper), unclipped",8,2.248865267725852,4096,512,0.125,0.5,0.8451864719390869
3082,"PLAN(paper), clipped",8,2.2462483561406748,4096,512,0.125,0.5,-0.8451864719390869
3083,"PLAN(noscale), unclipped",8,2.7995073634033325,4096,512,0.125,0.5,0.6319031715393066
3084,"PLAN(noscale), clipped",8,2.793507333000579,4096,512,0.125,0.5,-0.6319031715393066
3085,"instance optimal, unclipped",8,2.61386507345477,4096,512,0.125,0.5,0.46024131774902344
3086,"instance optimal, clipped",8,2.6145745241609166,4096,512,0.125,0.5,0.46024131774902344
3087,Empirical mean (non-private),8,1.2535107421875,4096,512,0.125,0.75,0.0
3088,"PLAN(oracle), unclipped",8,3.1336647910884707,4096,512,0.125,0.75,0.9972155094146729
3089,"PLAN(oracle), clipped",8,3.1317930755606533,4096,512,0.125,0.75,-0.9972155094146729
3090,"PLAN(paper), unclipped",8,3.0474433633899394,4096,512,0.125,0.75,0.9880201816558838
3091,"PLAN(paper), clipped",8,3.0492524150658022,4096,512,0.125,0.75,-0.9880201816558838
3092,"PLAN(noscale), unclipped",8,3.431890168359404,4096,512,0.125,0.75,0.9806857109069824
3093,"PLAN(noscale), clipped",8,3.438380558516221,4096,512,0.125,0.75,-0.9806857109069824
3094,"instance optimal, unclipped",8,3.3006561290138716,4096,512,0.125,0.75,0.4860966205596924
3095,"instance optimal, clipped",8,3.2990270667284287,4096,512,0.125,0.75,0.4860966205596924
3096,Empirical mean (non-private),8,1.5450439453125,4096,512,0.125,1.0,0.0
3097,"PLAN(oracle), unclipped",8,3.9519815491153807,4096,512,0.125,1.0,1.4698169231414795
3098,"PLAN(oracle), clipped",8,3.9486369407014683,4096,512,0.125,1.0,-1.4698169231414795
3099,"PLAN(paper), unclipped",8,3.6105518021511953,4096,512,0.125,1.0,1.31142258644104
3100,"PLAN(paper), clipped",8,3.6165181452594757,4096,512,0.125,1.0,-1.31142258644104
3101,"PLAN(noscale), unclipped",8,3.642719299641863,4096,512,0.125,1.0,1.3276591300964355
3102,"PLAN(noscale), clipped",8,3.6375747856208793,4096,512,0.125,1.0,-1.3276591300964355
3103,"instance optimal, unclipped",8,3.8381207776163753,4096,512,0.125,1.0,0.4570028781890869
3104,"instance optimal, clipped",8,3.837032340681284,4096,512,0.125,1.0,0.4570028781890869
3105,Empirical mean (non-private),9,0.295419921875,4096,512,0.125,0.0,0.0
3106,"PLAN(oracle), unclipped",9,0.6640798400141437,4096,512,0.125,0.0,0.036810874938964844
3107,"PLAN(oracle), clipped",9,0.6625178787100361,4096,512,0.125,0.0,-0.036810874938964844
3108,"PLAN(paper), unclipped",9,0.6725741317544611,4096,512,0.125,0.0,0.03413891792297363
3109,"PLAN(paper), clipped",9,0.6697050409141648,4096,512,0.125,0.0,-0.03413891792297363
3110,"PLAN(noscale), unclipped",9,0.6824202807208402,4096,512,0.125,0.0,0.03316164016723633
3111,"PLAN(noscale), clipped",9,0.6805993795709547,4096,512,0.125,0.0,-0.03316164016723633
3112,"instance optimal, unclipped",9,0.7320697404583979,4096,512,0.125,0.0,0.4515073299407959
3113,"instance optimal, clipped",9,0.7334725985566155,4096,512,0.125,0.0,0.4515073299407959
3114,Empirical mean (non-private),9,0.6033984375000001,4096,512,0.125,0.25,0.0
3115,"PLAN(oracle), unclipped",9,1.4534566082382492,4096,512,0.125,0.25,0.3373301029205322
3116,"PLAN(oracle), clipped",9,1.4541513859785646,4096,512,0.125,0.25,-0.3373301029205322
3117,"PLAN(paper), unclipped",9,1.592892870089611,4096,512,0.125,0.25,0.3334999084472656
3118,"PLAN(paper), clipped",9,1.5950121115530624,4096,512,0.125,0.25,-0.3334999084472656
3119,"PLAN(noscale), unclipped",9,1.936305560435741,4096,512,0.125,0.25,0.3343329429626465
3120,"PLAN(noscale), clipped",9,1.935810848617892,4096,512,0.125,0.25,-0.3343329429626465
3121,"instance optimal, unclipped",9,2.0199731278465247,4096,512,0.125,0.25,0.5055091381072998
3122,"instance optimal, clipped",9,2.01773965906904,4096,512,0.125,0.25,0.5055091381072998
3123,Empirical mean (non-private),9,1.0107470703125,4096,512,0.125,0.5,0.0
3124,"PLAN(oracle), unclipped",9,2.292137609805698,4096,512,0.125,0.5,0.6313655376434326
3125,"PLAN(oracle), clipped",9,2.287053495876581,4096,512,0.125,0.5,-0.6313655376434326
3126,"PLAN(paper), unclipped",9,2.850631978255561,4096,512,0.125,0.5,0.6354324817657471
3127,"PLAN(paper), clipped",9,2.850631978255561,4096,512,0.125,0.5,-0.6354324817657471
3128,"PLAN(noscale), unclipped",9,2.905471872736626,4096,512,0.125,0.5,0.6264743804931641
3129,"PLAN(noscale), clipped",9,2.9179359446413526,4096,512,0.125,0.5,-0.6264743804931641
3130,"instance optimal, unclipped",9,2.6063562318946474,4096,512,0.125,0.5,0.43974852561950684
3131,"instance optimal, clipped",9,2.6073243502239727,4096,512,0.125,0.5,0.43974852561950684
3132,Empirical mean (non-private),9,1.2342919921875,4096,512,0.125,0.75,0.0
3133,"PLAN(oracle), unclipped",9,2.9315874539381603,4096,512,0.125,0.75,0.9745845794677734
3134,"PLAN(oracle), clipped",9,2.9309946997457015,4096,512,0.125,0.75,-0.9745845794677734
3135,"PLAN(paper), unclipped",9,3.023779878902164,4096,512,0.125,0.75,0.9798059463500977
3136,"PLAN(paper), clipped",9,3.0198831655557727,4096,512,0.125,0.75,-0.9798059463500977
3137,"PLAN(noscale), unclipped",9,3.320160091851806,4096,512,0.125,0.75,1.1415135860443115
3138,"PLAN(noscale), clipped",9,3.325330813728918,4096,512,0.125,0.75,-1.1415135860443115
3139,"instance optimal, unclipped",9,3.2819087583140143,4096,512,0.125,0.75,0.5099081993103027
3140,"instance optimal, clipped",9,3.2821639543359247,4096,512,0.125,0.75,0.5099081993103027
3141,Empirical mean (non-private),9,1.6097412109375,4096,512,0.125,1.0,0.0
3142,"PLAN(oracle), unclipped",9,3.9399335064214287,4096,512,0.125,1.0,1.3216373920440674
3143,"PLAN(oracle), clipped",9,3.937292088578888,4096,512,0.125,1.0,-1.3216373920440674
3144,"PLAN(paper), unclipped",9,3.755785227428728,4096,512,0.125,1.0,1.2950072288513184
3145,"PLAN(paper), clipped",9,3.7606005652577217,4096,512,0.125,1.0,-1.2950072288513184
3146,"PLAN(noscale), unclipped",9,3.8357387129752674,4096,512,0.125,1.0,1.3394136428833008
3147,"PLAN(noscale), clipped",9,3.838730914507964,4096,512,0.125,1.0,-1.3394136428833008
3148,"instance optimal, unclipped",9,3.658745119129472,4096,512,0.125,1.0,0.5106508731842041
3149,"instance optimal, clipped",9,3.65117490467759,4096,512,0.125,1.0,0.5106508731842041
3150,Empirical mean (non-private),0,0.2965283203125,4096,512,0.25,0.0,0.0
3151,"PLAN(oracle), unclipped",0,0.538197577611644,4096,512,0.25,0.0,0.047350168228149414
3152,"PLAN(oracle), clipped",0,0.5393860090569248,4096,512,0.25,0.0,-0.047350168228149414
3153,"PLAN(paper), unclipped",0,0.5286662827701251,4096,512,0.25,0.0,0.03901553153991699
3154,"PLAN(paper), clipped",0,0.5281027202675446,4096,512,0.25,0.0,-0.03901553153991699
3155,"PLAN(noscale), unclipped",0,0.48894714622352853,4096,512,0.25,0.0,0.033637046813964844
3156,"PLAN(noscale), clipped",0,0.48756485398076244,4096,512,0.25,0.0,-0.033637046813964844
3157,"instance optimal, unclipped",0,0.5751575057706726,4096,512,0.25,0.0,0.5519008636474609
3158,"instance optimal, clipped",0,0.5747361158945057,4096,512,0.25,0.0,0.5519008636474609
3159,Empirical mean (non-private),0,0.6615087890625,4096,512,0.25,0.25,0.0
3160,"PLAN(oracle), unclipped",0,1.1456958302594846,4096,512,0.25,0.25,0.3815641403198242
3161,"PLAN(oracle), clipped",0,1.1459338723222754,4096,512,0.25,0.25,-0.3815641403198242
3162,"PLAN(paper), unclipped",0,1.2012048765696242,4096,512,0.25,0.25,0.3441135883331299
3163,"PLAN(paper), clipped",0,1.199934972896836,4096,512,0.25,0.25,-0.3441135883331299
3164,"PLAN(noscale), unclipped",0,1.5772470848028524,4096,512,0.25,0.25,0.3332407474517822
3165,"PLAN(noscale), clipped",0,1.5821277051110774,4096,512,0.25,0.25,-0.3332407474517822
3166,"instance optimal, unclipped",0,1.4365643389617946,4096,512,0.25,0.25,0.5159597396850586
3167,"instance optimal, clipped",0,1.4370643371502108,4096,512,0.25,0.25,0.5159597396850586
3168,Empirical mean (non-private),0,0.977021484375,4096,512,0.25,0.5,0.0
3169,"PLAN(oracle), unclipped",0,1.8196745423325726,4096,512,0.25,0.5,0.6657178401947021
3170,"PLAN(oracle), clipped",0,1.8206124149241216,4096,512,0.25,0.5,-0.6657178401947021
3171,"PLAN(paper), unclipped",0,1.7674797077811402,4096,512,0.25,0.5,0.6288671493530273
3172,"PLAN(paper), clipped",0,1.7698575552779954,4096,512,0.25,0.5,-0.6288671493530273
3173,"PLAN(noscale), unclipped",0,2.155642328743129,4096,512,0.25,0.5,0.6594595909118652
3174,"PLAN(noscale), clipped",0,2.155880683973673,4096,512,0.25,0.5,-0.6594595909118652
3175,"instance optimal, unclipped",0,1.891497044953237,4096,512,0.25,0.5,0.47147512435913086
3176,"instance optimal, clipped",0,1.892815640459764,4096,512,0.25,0.5,0.47147512435913086
3177,Empirical mean (non-private),0,1.309140625,4096,512,0.25,0.75,0.0
3178,"PLAN(oracle), unclipped",0,2.4375150893354873,4096,512,0.25,0.75,1.1262249946594238
3179,"PLAN(oracle), clipped",0,2.435989109954046,4096,512,0.25,0.75,-1.1262249946594238
3180,"PLAN(paper), unclipped",0,2.382944067889107,4096,512,0.25,0.75,0.9858064651489258
3181,"PLAN(paper), clipped",0,2.380929467593763,4096,512,0.25,0.75,-0.9858064651489258
3182,"PLAN(noscale), unclipped",0,2.553614728255316,4096,512,0.25,0.75,0.9921920299530029
3183,"PLAN(noscale), clipped",0,2.5539411498180327,4096,512,0.25,0.75,-0.9921920299530029
3184,"instance optimal, unclipped",0,2.442875206904822,4096,512,0.25,0.75,0.47914981842041016
3185,"instance optimal, clipped",0,2.4463377099219517,4096,512,0.25,0.75,0.47914981842041016
3186,Empirical mean (non-private),0,1.60986328125,4096,512,0.25,1.0,0.0
3187,"PLAN(oracle), unclipped",0,2.921906404839423,4096,512,0.25,1.0,1.3161029815673828
3188,"PLAN(oracle), clipped",0,2.9163813351022227,4096,512,0.25,1.0,-1.3161029815673828
3189,"PLAN(paper), unclipped",0,2.6381038133427386,4096,512,0.25,1.0,1.2984089851379395
3190,"PLAN(paper), clipped",0,2.6407675162242112,4096,512,0.25,1.0,-1.2984089851379395
3191,"PLAN(noscale), unclipped",0,2.9205545972011135,4096,512,0.25,1.0,1.296647548675537
3192,"PLAN(noscale), clipped",0,2.922518092488877,4096,512,0.25,1.0,-1.296647548675537
3193,"instance optimal, unclipped",0,2.876849636218277,4096,512,0.25,1.0,0.4681270122528076
3194,"instance optimal, clipped",0,2.87690990623802,4096,512,0.25,1.0,0.4681270122528076
3195,Empirical mean (non-private),1,0.31682617187499995,4096,512,0.25,0.0,0.0
3196,"PLAN(oracle), unclipped",1,0.553936184156016,4096,512,0.25,0.0,0.048828840255737305
3197,"PLAN(oracle), clipped",1,0.5533097582319534,4096,512,0.25,0.0,-0.048828840255737305
3198,"PLAN(paper), unclipped",1,0.5260792773333662,4096,512,0.25,0.0,0.0450282096862793
3199,"PLAN(paper), clipped",1,0.5245243702697253,4096,512,0.25,0.0,-0.0450282096862793
3200,"PLAN(noscale), unclipped",1,0.5321859465054807,4096,512,0.25,0.0,0.04517316818237305
3201,"PLAN(noscale), clipped",1,0.5309528387771789,4096,512,0.25,0.0,-0.04517316818237305
3202,"instance optimal, unclipped",1,0.594930787009003,4096,512,0.25,0.0,0.43410325050354004
3203,"instance optimal, clipped",1,0.5933434784804834,4096,512,0.25,0.0,0.43410325050354004
3204,Empirical mean (non-private),1,0.6643603515625001,4096,512,0.25,0.25,0.0
3205,"PLAN(oracle), unclipped",1,1.144234343304438,4096,512,0.25,0.25,0.3434441089630127
3206,"PLAN(oracle), clipped",1,1.1548186792417368,4096,512,0.25,0.25,-0.3434441089630127
3207,"PLAN(paper), unclipped",1,1.223548069694547,4096,512,0.25,0.25,0.3339099884033203
3208,"PLAN(paper), clipped",1,1.2334353046904252,4096,512,0.25,0.25,-0.3339099884033203
3209,"PLAN(noscale), unclipped",1,1.5038358908368157,4096,512,0.25,0.25,0.3319072723388672
3210,"PLAN(noscale), clipped",1,1.511706946873065,4096,512,0.25,0.25,-0.3319072723388672
3211,"instance optimal, unclipped",1,1.5548807217100937,4096,512,0.25,0.25,0.4627265930175781
3212,"instance optimal, clipped",1,1.5549409036426276,4096,512,0.25,0.25,0.4627265930175781
3213,Empirical mean (non-private),1,0.9433447265625,4096,512,0.25,0.5,0.0
3214,"PLAN(oracle), unclipped",1,1.864354543040582,4096,512,0.25,0.5,0.6411685943603516
3215,"PLAN(oracle), clipped",1,1.865524039331643,4096,512,0.25,0.5,-0.6411685943603516
3216,"PLAN(paper), unclipped",1,1.8239663037163734,4096,512,0.25,0.5,0.790745735168457
3217,"PLAN(paper), clipped",1,1.8221946002122276,4096,512,0.25,0.5,-0.790745735168457
3218,"PLAN(noscale), unclipped",1,2.132094853289927,4096,512,0.25,0.5,0.635552167892456
3219,"PLAN(noscale), clipped",1,2.135328499308147,4096,512,0.25,0.5,-0.635552167892456
3220,"instance optimal, unclipped",1,2.100214179556227,4096,512,0.25,0.5,0.4682180881500244
3221,"instance optimal, clipped",1,2.099257017235286,4096,512,0.25,0.5,0.4682180881500244
3222,Empirical mean (non-private),1,1.2191015625000001,4096,512,0.25,0.75,0.0
3223,"PLAN(oracle), unclipped",1,2.5793088654521537,4096,512,0.25,0.75,1.0102508068084717
3224,"PLAN(oracle), clipped",1,2.5793088654521537,4096,512,0.25,0.75,-1.0102508068084717
3225,"PLAN(paper), unclipped",1,2.390451097147525,4096,512,0.25,0.75,0.9759373664855957
3226,"PLAN(paper), clipped",1,2.3836405747642315,4096,512,0.25,0.75,-0.9759373664855957
3227,"PLAN(noscale), unclipped",1,2.596356720702863,4096,512,0.25,0.75,0.9732949733734131
3228,"PLAN(noscale), clipped",1,2.591332704612806,4096,512,0.25,0.75,-0.9732949733734131
3229,"instance optimal, unclipped",1,2.395299382136052,4096,512,0.25,0.75,0.4811255931854248
3230,"instance optimal, clipped",1,2.392713825238414,4096,512,0.25,0.75,0.4811255931854248
3231,Empirical mean (non-private),1,1.527587890625,4096,512,0.25,1.0,0.0
3232,"PLAN(oracle), unclipped",1,2.890289251456897,4096,512,0.25,1.0,1.2973804473876953
3233,"PLAN(oracle), clipped",1,2.8968558091431076,4096,512,0.25,1.0,-1.2973804473876953
3234,"PLAN(paper), unclipped",1,2.9339312319418336,4096,512,0.25,1.0,1.300466537475586
3235,"PLAN(paper), clipped",1,2.9321059851670586,4096,512,0.25,1.0,-1.300466537475586
3236,"PLAN(noscale), unclipped",1,2.990966562116091,4096,512,0.25,1.0,1.3844778537750244
3237,"PLAN(noscale), clipped",1,2.9881902307845154,4096,512,0.25,1.0,-1.3844778537750244
3238,"instance optimal, unclipped",1,2.969506211410186,4096,512,0.25,1.0,0.46108174324035645
3239,"instance optimal, clipped",1,2.9664304307182494,4096,512,0.25,1.0,0.46108174324035645
3240,Empirical mean (non-private),2,0.3325830078125,4096,512,0.25,0.0,0.0
3241,"PLAN(oracle), unclipped",2,0.5452782236780075,4096,512,0.25,0.0,0.036359548568725586
3242,"PLAN(oracle), clipped",2,0.5436729028191292,4096,512,0.25,0.0,-0.036359548568725586
3243,"PLAN(paper), unclipped",2,0.5426650655606093,4096,512,0.25,0.0,0.03412342071533203
3244,"PLAN(paper), clipped",2,0.5398359330900527,4096,512,0.25,0.0,-0.03412342071533203
3245,"PLAN(noscale), unclipped",2,0.5489017348361831,4096,512,0.25,0.0,0.033902883529663086
3246,"PLAN(noscale), clipped",2,0.5470260080630691,4096,512,0.25,0.0,-0.033902883529663086
